Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Project,Street,Ward,District,Province,Price_per_m2,Is_Project,Area_group,Has_certificate
"Phường Yên Nghĩa, Hà Đông, Hà Nội",50.0,4.0,12.5,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,10.0,,,Phường Yên Nghĩa,Hà Đông,Hà Nội,0.2,0,<50m²,1
"Đường Minh Kha, Xã Đồng Thái, An Dương, Hải Phòng",50.0,4.5,10.0,Tây - Bắc,Unknown,3.0,3.0,3.0,Have certificate,Unknown,1.7,,Đường Minh Kha,Xã Đồng Thái,An Dương,Hải Phòng,0.034,0,<50m²,1
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",62.5,5.0,13.0,Đông,Đông,5.0,6.0,4.0,Sale contract,Unknown,7.3,Dự án The Empire - Vinhomes Ocean Park 2,,Xã Long Hưng,Văn Giang,Hưng Yên,0.1168,1,50-80m²,0
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",55.0,4.0,4.0,Tây,Tây,3.0,3.0,3.0,Have certificate,Basic,1.59,,Đường Tự Lập,Xã Đặng Cương,An Dương,Hải Phòng,0.0289,0,50-80m²,1
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",91.2,4.8,6.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Unknown,8.7,,Đường Nguyễn Hồng Đào,Phường 14,Tân Bình,Hồ Chí Minh,0.0954,0,80-120m²,1
"Dự án Lộc Phát Residence, Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",60.0,5.0,9.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Full,3.5,Dự án Lộc Phát Residence,Đường 22/12,Phường Thuận Giao,Thuận An,Bình Dương,0.0583,1,50-80m²,1
"Đường Đông Khê, Phường Đông Khê, Ngô Quyền, Hải Phòng",55.0,4.5,8.0,Unknown,Unknown,3.0,3.0,4.0,Unknown,Unknown,6.3,,Đường Đông Khê,Phường Đông Khê,Ngô Quyền,Hải Phòng,0.1145,0,50-80m²,0
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",75.0,5.5,2.0,Unknown,Unknown,2.0,3.0,2.0,Have certificate,Unknown,6.0,,Phố Bạch Mai,Phường Bạch Mai,Hai Bà Trưng,Hà Nội,0.08,0,50-80m²,1
"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,4.85,,Đường 32,Xã Kim Chung,Hoài Đức,Hà Nội,0.1212,0,<50m²,0
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",54.0,4.0,5.0,Bắc,Bắc,3.0,3.0,2.0,Have certificate,Unknown,1.65,,Đường Tự Lập,Xã Đặng Cương,An Dương,Hải Phòng,0.0306,0,50-80m²,1
"Dự án Sun Grand City New An Thới, Đường ĐT 975, Phường An Thới, Phú Quốc, Kiên Giang",120.0,5.0,12.0,Unknown,Unknown,2.5,3.0,3.0,Have certificate,Unknown,6.12,Dự án Sun Grand City New An Thới,Đường ĐT 975,Phường An Thới,Phú Quốc,Kiên Giang,0.051,1,80-120m²,1
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",50.0,4.0,5.0,Tây,Tây,4.0,4.0,4.0,Have certificate,Basic,2.85,,Đường Vân Tra,Xã An Đồng,An Dương,Hải Phòng,0.057,0,<50m²,1
"Đường  Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",50.2,4.1,10.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,7.0,,Đường  Nguyễn Xí,Phường 13,Bình Thạnh,Hồ Chí Minh,0.1394,0,50-80m²,1
"Đường 10, Xã An Hồng, An Dương, Hải Phòng",60.0,5.0,3.0,Tây - Bắc,Tây - Bắc,2.0,2.0,2.0,Have certificate,Full,1.49,,Đường 10,Xã An Hồng,An Dương,Hải Phòng,0.0248,0,50-80m²,1
"Phường 6, Bình Thạnh, Hồ Chí Minh",30.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Unknown,Unknown,4.25,,,Phường 6,Bình Thạnh,Hồ Chí Minh,0.1417,0,<50m²,0
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",58.0,4.1,6.0,Unknown,Unknown,2.0,4.0,4.0,Have certificate,Full,6.4,,Đường Nơ Trang Long,Phường 12,Bình Thạnh,Hồ Chí Minh,0.1103,0,50-80m²,1
"Đường Số 4, Thị trấn An Dương, An Dương, Hải Phòng",45.0,4.0,3.0,Tây,Tây,3.0,3.0,2.0,Have certificate,Basic,1.82,,"Đường Số 4, Thị trấn An Dương",,An Dương,Hải Phòng,0.0404,0,<50m²,1
"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",53.0,4.0,5.0,Tây - Bắc,Unknown,3.0,3.0,3.0,Have certificate,Full,2.7,,Thị trấn Chúc Sơn,,Chương Mỹ,Hà Nội,0.0509,0,50-80m²,1
"Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội",35.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,5.0,,Đường Trung Phụng,Phường Trung Phụng,Đống Đa,Hà Nội,0.1429,0,<50m²,1
"Đường Lê Hồng Phong, Phường Phước Ninh, Hải Châu, Đà Nẵng",79.0,4.17,3.5,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Full,5.7,,Đường Lê Hồng Phong,Phường Phước Ninh,Hải Châu,Đà Nẵng,0.0722,0,50-80m²,1
"Phường Bình Đa, Biên Hòa, Đồng Nai",50.0,5.5,7.0,Unknown,Unknown,2.0,3.0,2.0,Unknown,Unknown,1.69,,,Phường Bình Đa,Biên Hòa,Đồng Nai,0.0338,0,<50m²,0
"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",35.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Basic,5.0,,Đường Ô Chợ Dừa,Phường Ô Chợ Dừa,Đống Đa,Hà Nội,0.1429,0,<50m²,1
"Dân Hạnh, Đường Đặng Cương, Xã Đặng Cương, An Dương, Hải Phòng",63.0,5.0,3.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Basic,1.58,,"Dân Hạnh, Đường Đặng Cương",Xã Đặng Cương,An Dương,Hải Phòng,0.0251,0,50-80m²,1
"Phường 7, Phú Nhuận, Hồ Chí Minh",40.0,4.0,6.0,Unknown,Unknown,2.0,3.0,2.0,Unknown,Unknown,5.1,,,Phường 7,Phú Nhuận,Hồ Chí Minh,0.1275,0,<50m²,0
"Phường 3, Gò Vấp, Hồ Chí Minh",63.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Unknown,Unknown,6.5,,,Phường 3,Gò Vấp,Hồ Chí Minh,0.1032,0,50-80m²,0
"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",74.0,4.1,6.0,Unknown,Unknown,4.0,6.0,4.0,Unknown,Unknown,10.0,,Đường Lê Quang Định,Phường 11,Bình Thạnh,Hồ Chí Minh,0.1351,0,50-80m²,0
"Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",58.0,4.1,6.0,Unknown,Unknown,5.0,3.0,4.0,Unknown,Unknown,9.1,,Đường Nguyễn Thượng Hiền,Phường 5,Phú Nhuận,Hồ Chí Minh,0.1569,0,50-80m²,0
"Đường Hồ Đắc Di, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",70.8,4.1,6.0,Unknown,Unknown,2.0,3.0,2.0,Have certificate,Full,6.5,,Đường Hồ Đắc Di,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh,0.0918,0,50-80m²,1
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",35.0,3.5,6.0,Unknown,Unknown,4.0,4.0,2.0,Unknown,Unknown,5.99,,Đường Hoàng Hoa Thám,Phường 5,Phú Nhuận,Hồ Chí Minh,0.1711,0,<50m²,0
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30.0,4.0,3.0,Unknown,Unknown,4.0,2.0,3.0,Have certificate,Full,7.5,,Đường Trần Thái Tông,Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,0.25,0,<50m²,1
"Phường Bắc Cường, Lào Cai, Lào Cai",220.9,5.0,12.0,Unknown,Unknown,3.0,6.0,6.5,Unknown,Unknown,9.89,,,Phường Bắc Cường,Lào Cai,Lào Cai,0.0448,0,>200m²,0
"Đường 835, Xã Long Thượng, Cần Giuộc, Long An",70.0,4.5,12.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Full,1.6,,Đường 835,Xã Long Thượng,Cần Giuộc,Long An,0.0229,0,50-80m²,1
"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",22.0,3.3,8.0,Unknown,Unknown,4.0,2.0,2.0,Have certificate,Basic,6.5,,Phố Phố Vọng,Phường Đồng Tâm,Hai Bà Trưng,Hà Nội,0.2955,0,<50m²,1
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",31.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,7.55,,Đường Nguyễn Khánh Toàn,Phường Quan Hoa,Cầu Giấy,Hà Nội,0.2435,0,<50m²,1
"Đường Trần Tấn, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",76.4,10.2,6.0,Đông,Đông,1.0,2.0,1.0,Have certificate,Full,7.6,,Đường Trần Tấn,Phường Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,0.0995,0,50-80m²,1
"Đường Mai Động, Phường Mai Động, Hoàng Mai, Hà Nội",55.0,9.0,4.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Full,9.15,,Đường Mai Động,Phường Mai Động,Hoàng Mai,Hà Nội,0.1664,0,50-80m²,1
"Đường Nguyễn Lân, Phường Phương Liệt, Thanh Xuân, Hà Nội",71.0,5.0,3.0,Unknown,Unknown,1.0,3.0,2.0,Have certificate,Basic,9.45,,Đường Nguyễn Lân,Phường Phương Liệt,Thanh Xuân,Hà Nội,0.1331,0,50-80m²,1
"Đường Bờ Sông Sét, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",35.0,4.5,3.0,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Full,6.6,,Đường Bờ Sông Sét,Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,0.1886,0,<50m²,1
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",70.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Unknown,Unknown,9.6,Dự án The Empire - Vinhomes Ocean Park 2,,Xã Long Hưng,Văn Giang,Hưng Yên,0.1371,1,50-80m²,0
"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",14.0,4.0,3.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Unknown,2.6,,Phố Ngọc Khánh,Phường Ngọc Khánh,Ba Đình,Hà Nội,0.1857,0,<50m²,1
"Đường Số 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",56.0,4.0,4.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Unknown,7.4,,Đường Số 8,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,0.1321,0,50-80m²,1
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,4.9,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,9.3,,Đường Ngọc Lâm,Phường Ngọc Lâm,Long Biên,Hà Nội,0.1691,0,50-80m²,1
"Phường Bồ Đề, Long Biên, Hà Nội",38.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,7.6,,,Phường Bồ Đề,Long Biên,Hà Nội,0.2,0,<50m²,0
"Phố Yên Phú, Xã Liên Ninh, Thanh Trì, Hà Nội",56.3,5.93,6.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,6.0,,Phố Yên Phú,Xã Liên Ninh,Thanh Trì,Hà Nội,0.1066,0,50-80m²,1
"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",105.0,7.0,15.0,Nam,Nam,4.0,5.0,5.0,Have certificate,Unknown,6.0,Dự án Flamingo Golden Hill,"Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao",,Kim Bảng,Hà Nam,0.0571,1,80-120m²,1
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",52.1,12.0,3.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,Full,3.45,,Đường Hiệp Thành 13,Phường Hiệp Thành,Quận 12,Hồ Chí Minh,0.0662,0,50-80m²,1
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",51.0,3.3,3.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Full,2.7,,Đường Hòa Bình,Phường Yên Nghĩa,Hà Đông,Hà Nội,0.0529,0,50-80m²,1
"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội",83.0,5.5,5.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,9.6,,Đường Tựu Liệt,Xã Tam Hiệp,Thanh Trì,Hà Nội,0.1157,0,80-120m²,1
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",35.0,3.5,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,3.65,,Đường Thọ Am,Xã Liên Ninh,Thanh Trì,Hà Nội,0.1043,0,<50m²,1
"Dự án Izumi City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",117.0,11.0,60.0,Nam,Unknown,2.0,3.0,2.0,Have certificate,Unknown,6.0,Dự án Izumi City,Đường Hương lộ 2,Xã Long Hưng,Biên Hòa,Đồng Nai,0.0513,1,80-120m²,1
"Đường Số 30, Phường 6, Gò Vấp, Hồ Chí Minh",43.0,8.0,5.0,Tây - Nam,Unknown,4.0,3.0,4.0,Have certificate,Full,7.5,,Đường Số 30,Phường 6,Gò Vấp,Hồ Chí Minh,0.1744,0,<50m²,1
"Đường Trần Mai Ninh, Phường 12, Tân Bình, Hồ Chí Minh",51.4,4.0,6.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Unknown,6.5,,Đường Trần Mai Ninh,Phường 12,Tân Bình,Hồ Chí Minh,0.1265,0,50-80m²,1
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",62.0,4.1,6.0,Đông - Nam,Unknown,3.0,3.0,3.0,Have certificate,Unknown,4.5,,Đường Hoàng Bật Đạt,Phường 15,Tân Bình,Hồ Chí Minh,0.0726,0,50-80m²,1
"Đường Số 1, Phường 11, Gò Vấp, Hồ Chí Minh",42.0,4.1,4.0,Unknown,Unknown,2.0,3.0,3.0,Have certificate,Full,4.95,,Đường Số 1,Phường 11,Gò Vấp,Hồ Chí Minh,0.1179,0,<50m²,1
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",34.1,4.0,10.0,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Full,4.85,,Đường Lê Trọng Tấn,Phường Dương Nội,Hà Đông,Hà Nội,0.1422,0,<50m²,1
"Ngõ 1, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",34.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,6.6,,"Ngõ 1, Đường Bùi Xương Trạch",Phường Khương Đình,Thanh Xuân,Hà Nội,0.1941,0,<50m²,1
"Dự án Meyhomes Capital Phú Quốc, Thành phố Phú Quốc, Kiên Giang",117.0,12.0,12.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,6.9,Dự án Meyhomes Capital Phú Quốc,,,Thành phố Phú Quốc,Kiên Giang,0.059,1,80-120m²,1
"Đường Bùi Hữu Nghĩa, Phường Hóa An, Biên Hòa, Đồng Nai",66.0,5.5,3.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Basic,1.7,,Đường Bùi Hữu Nghĩa,Phường Hóa An,Biên Hòa,Đồng Nai,0.0258,0,50-80m²,1
"Đường Nguyễn Đình Chi, Phường 9, Quận 6, Hồ Chí Minh",80.0,4.0,8.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,8.4,,Đường Nguyễn Đình Chi,Phường 9,Quận 6,Hồ Chí Minh,0.105,0,50-80m²,0
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",81.3,4.0,10.0,Unknown,Unknown,1.0,3.0,3.0,Have certificate,Unknown,7.2,,Đường Tân Hương,Phường Tân Quý,Tân Phú,Hồ Chí Minh,0.0886,0,80-120m²,1
"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,Unknown,Unknown,4.0,5.0,5.0,Unknown,Full,6.7,,Đường Trương Phước Phan,Phường Bình Trị Đông,Bình Tân,Hồ Chí Minh,0.1047,0,50-80m²,0
"Dự án Izumi City, Xã Long Hưng, Biên Hòa, Đồng Nai",117.0,5.5,7.0,Unknown,Unknown,2.0,3.0,2.0,Sale contract,Unknown,9.7,Dự án Izumi City,,Xã Long Hưng,Biên Hòa,Đồng Nai,0.0829,1,80-120m²,0
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",18.0,4.0,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Full,2.58,,Phố Khâm Thiên,Phường Khâm Thiên,Đống Đa,Hà Nội,0.1433,0,<50m²,1
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",46.0,6.2,3.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Full,7.68,,Phố Trung Liệt,Phường Trung Liệt,Đống Đa,Hà Nội,0.167,0,<50m²,1
"Ngõ 173, Đường Tam Trinh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",50.0,4.0,3.0,Unknown,Unknown,5.0,6.0,4.0,Have certificate,Full,4.4,,"Ngõ 173, Đường Tam Trinh",Phường Lĩnh Nam,Hoàng Mai,Hà Nội,0.088,0,<50m²,1
"Lô 22, Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",56.0,4.0,10.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,7.5,,"Lô 22, Đường Lê Hồng Phong",Phường Đông Khê,Ngô Quyền,Hải Phòng,0.1339,0,50-80m²,1
"Ô số 9A và 9B, Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",35.0,3.7,2.0,Đông - Bắc,Đông - Nam,7.0,4.0,5.0,Have certificate,Full,9.6,,"Ô số 9A và 9B, Đường Huy Du",Phường Cầu Diễn,Nam Từ Liêm,Hà Nội,0.2743,0,<50m²,1
"Đường Phan Trọng Tuệ, Xã Tân Triều, Thanh Trì, Hà Nội",45.0,3.6,4.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,6.6,,Đường Phan Trọng Tuệ,Xã Tân Triều,Thanh Trì,Hà Nội,0.1467,0,<50m²,1
"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",30.0,4.4,2.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,4.0,,,Xã Vân Canh,Huyện Hoài Đức,Hà Nội,0.1333,0,<50m²,1
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",41.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Basic,6.5,,Đường Ngọc Thụy,Phường Ngọc Thụy,Quận Long Biên,Hà Nội,0.1585,0,<50m²,1
"Đường Phú Trung, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",72.9,5.6,8.0,Unknown,Unknown,2.0,3.0,2.0,Have certificate,Unknown,2.75,,Đường Phú Trung,Xã Vĩnh Thạnh,Nha Trang,Khánh Hòa,0.0377,0,50-80m²,1
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",48.0,4.0,3.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Full,7.9,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,0.1646,0,<50m²,1
"Đường Lê Lư, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",40.0,4.0,6.0,Unknown,Unknown,4.0,4.0,5.0,Have certificate,Full,5.79,,Đường Lê Lư,Phường Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,0.1448,0,<50m²,1
"Phố Tương Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",30.0,4.5,2.5,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,5.9,,Phố Tương Mai,Phường Tương Mai,Hoàng Mai,Hà Nội,0.1967,0,<50m²,1
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",105.6,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,9.0,Dự án Lavila Kiến Á - Nhà Bè,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh,0.0852,1,80-120m²,0
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",26.0,4.1,3.5,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,6.0,,Đường Tô Hiến Thành,Phường 14,Quận 10,Hồ Chí Minh,0.2308,0,<50m²,1
"Xã Vân Côn, Hoài Đức, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Basic,2.3,,,Xã Vân Côn,Hoài Đức,Hà Nội,0.0575,0,<50m²,0
"Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,3.0,3.0,2.0,Unknown,Basic,1.85,,Đường Đại lộ Thăng Long,Xã Song Phương,Hoài Đức,Hà Nội,0.0462,0,<50m²,0
"Đường Lò Gốm, Phường 8, Quận 6, Hồ Chí Minh",54.0,3.5,3.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,4.5,,Đường Lò Gốm,Phường 8,Quận 6,Hồ Chí Minh,0.0833,0,50-80m²,1
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",40.0,4.25,2.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,6.2,,Đường Nam Dư,Phường Lĩnh Nam,Hoàng Mai,Hà Nội,0.155,0,<50m²,1
"Xã Song Phương, Hoài Đức, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,3.0,3.0,2.0,Have certificate,Unknown,2.45,,,Xã Song Phương,Hoài Đức,Hà Nội,0.0613,0,<50m²,1
"Đường Bình Kỳ, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",76.0,5.0,2.5,Bắc,Unknown,1.0,2.0,1.0,Have certificate,Full,1.95,,Đường Bình Kỳ,Phường Hòa Quý,Ngũ Hành Sơn,Đà Nẵng,0.0257,0,50-80m²,1
"Ngõ 379, Đường Lương Thế Vinh, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",70.0,4.25,1.5,Đông - Nam,Unknown,5.0,4.0,4.0,Unknown,Unknown,1.3,,"Ngõ 379, Đường Lương Thế Vinh",Phường Mễ Trì,Nam Từ Liêm,Hà Nội,0.0186,0,50-80m²,0
"Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Basic,2.9,,Đường Đại lộ Thăng Long,Xã Song Phương,Hoài Đức,Hà Nội,0.0725,0,<50m²,1
"Đường Minh Khai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",33.0,3.8,2.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,5.68,,Đường Minh Khai,Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,0.1721,0,<50m²,1
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",32.0,4.0,3.0,Unknown,Unknown,4.0,3.0,4.0,Have certificate,Full,5.8,,Phố Mạc Thị Bưởi,Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,0.1812,0,<50m²,1
"Dự án Đông Tăng Long, Đường N5, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100.0,10.0,10.0,Bắc,Bắc,4.0,4.0,4.0,Have certificate,Unknown,6.8,Dự án Đông Tăng Long,Đường N5,Phường Trường Thạnh,Quận 9,Hồ Chí Minh,0.068,1,80-120m²,1
"Hẻm 27/36/68/9, Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",52.0,4.0,5.0,Tây,Unknown,3.0,4.0,2.0,Unknown,Unknown,4.86,,"Hẻm 27/36/68/9, Đường Bùi Tư Toàn",Phường An Lạc,Bình Tân,Hồ Chí Minh,0.0935,0,50-80m²,0
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",40.0,3.3,2.5,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,7.6,,Đường Đại Từ,Phường Đại Kim,Hoàng Mai,Hà Nội,0.19,0,<50m²,1
"Dự án Chung cư 312 Lạc Long Quân, Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",69.4,4.1,6.0,Tây,Tây,3.0,2.0,1.0,Have certificate,Basic,3.9,Dự án Chung cư 312 Lạc Long Quân,Đường Lạc Long Quân,Phường 5,Quận 11,Hồ Chí Minh,0.0562,1,50-80m²,1
"Đường Bến Phú Lâm, Phường 9, Quận 6, Hồ Chí Minh",54.0,4.0,8.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Full,5.1,,Đường Bến Phú Lâm,Phường 9,Quận 6,Hồ Chí Minh,0.0944,0,50-80m²,1
"Dự án Đông Tăng Long, Đường N5, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",160.0,8.0,12.0,Đông,Đông,4.0,5.0,4.0,Have certificate,Unknown,8.5,Dự án Đông Tăng Long,Đường N5,Phường Trường Thạnh,Quận 9,Hồ Chí Minh,0.0531,1,120-200m²,1
"Đường Tam Trinh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",42.0,3.3,3.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,6.7,,Đường Tam Trinh,Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,0.1595,0,<50m²,1
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",52.0,4.0,6.0,Unknown,Unknown,3.0,2.0,2.0,Have certificate,Unknown,5.4,,Đường Nguyễn Thị Thập,Phường Tân Phú,Quận 7,Hồ Chí Minh,0.1038,0,50-80m²,1
"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội",45.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Unknown,7.3,,Đường Lý Sơn,Phường Thượng Thanh,Long Biên,Hà Nội,0.1622,0,<50m²,1
